Total,offer
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.2
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.1
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.34
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.4
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.35
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.33
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.39
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.46
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.45
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.26
100.0,0.1
100.0,0.38
100.0,0.5
100.0,0.01
100.0,0.36
100.0,0.2
100.0,0.5
100.0,0.5
100.0,0.5
100.0,0.5
10.0,0.4
10.0,0.3
10.0,0.5
10.0,0.4
10.0,0.5
10.0,0.5
10.0,0.5
10.0,0.5
10.0,0.5
10.0,0.0
10.0,0.2
